gene_id	gene_name	PS240001_53138_CA1_Reg_C_full	PS240007_53145_SUB_Reg_N_full	PS240010_53147_SUB_Bur_N_full	PS240016_53149_CA1_Reg_N_full	PS240019_53150_CA1_Reg_C_full	PS240028_53155_SUB_Reg_N_full	PS240037_53167_SUB_Bur_N_full	PS240046_53114_SUB_Bur_N_full	PS240089_53479_SUB_Bur_N_full	PS240090_54232_CA1_Reg_N_full	PS240091_54232_SUB_Bur_N_full	PS240092_54233_CA1_Reg_N_full	PS240093_54233_SUB_Reg_N_full	PS240094_54238_SUB_Reg_N_full	PS240095_54235_CA1_Reg_N_full	PS240096_54264_SUB_Reg_N_full	PS240097_54235_SUB_Reg_N_full	PS240098_54235_CA1_Reg_N_full	PS240099_54235_SUB_Reg_N_full	PS240100_53612_CA1_Reg_N_full	PS240101_53612_SUB_Reg_N_full	PS240102_53612_SUB_Reg_N_full	PS240103_53451_CA1_Reg_N_full	PS240104_53454_CA1_Reg_N_full	PS240105_53454_SUB_Bur_N_full	PS240106_54237_CA1_Reg_N_full	PS240107_54237_SUB_Bur_N_half	PS240108_54237_SUB_Reg_N_half	PS240109_54237_CA1_Reg_N_half	PS240110_53459_SUB_Reg_N_full
ENSMUSG00000048280	Zfp738	2	60.936	2284.291	3.999	1616.349	3386.721	11.051	1.096	13.053	2696.858	213.816	2855.913	900.326	12.68	261.826	28.064	19.94	1	957.876	72.296	69.245	425.166	1.005	984.671	1534.352	44.717	0	305.81	50.535	2
ENSMUSG00000048281	Dleu7	0	976	0	0	0	0	378	0	578	0	341	0	0	1	0	74.375	1227	0	0	0	2	0	6	0	0	0	5	0	0	1
ENSMUSG00000048284	Tas2r126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048285	Frmd6	7	0	0	1490	0	588	11	3	2763	0	73	2229	24	24	1404	58	34	71	36	660	34.252	561	1	209	40	119	13	1309	497	0
ENSMUSG00000048292	Olfr1417	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	2	0	1108	0	0	0	0	0	0	0	1	0
ENSMUSG00000048294	Krtap4-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048299	Olfr148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000048304	Slitrk3	2375	275	404	481	1	876	20	1276	97	627	394	159	162	20	2310	2122	3	2636	2163	1147	256	504	253	383	3051	1946	1404	1977	5513	84
ENSMUSG00000048307	Ankrd46	3129	21	2624	2316	4578	6309	3065	2785	2	118	3473	11645	683	102	4935	6887	2097	3858	6214	3063	648	3439	5225	2120	6925	16582	3344	322	5052	9794.009
ENSMUSG00000048310	Pskh1	8	0	93	0	0	0	0	2	0	0	0	1	0	0	19	1329	1	442	121	143	0	0	0	0	0	856	0	0	2067	0
ENSMUSG00000048312	Gm4884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048327	Ckap2l	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000048329	Mfsd6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048330	Ric3	932.206	14651.987	140.579	6.615	4887.088	3161.922	1817.18	4.149	162.82	69.623	1483.393	20.016	699.171	30.018	809.079	1783.013	697.514	88.131	1505.689	143.058	186.388	1440.6	3.223	1145.392	2746.701	252.619	1514.654	540.029	1829.61	3.142
ENSMUSG00000048332	Lhfp	20	1	285	0	1114	107	139	2	0	330	81	9	0	0	24	71	406.991	6	5	42	64	73	327	0	0	14	18	1354	28	0
ENSMUSG00000048337	Npy4r	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048347	Pcdhb18	0	0	0	0	31	0	0	0	1959.871	0	0	0	0	0	1	1	1	4025	15.133	10	24	0	1	1311	0	4.005	187.308	0	1	0
ENSMUSG00000048349	Pou4f1	2.784	1.111	0	1	0	0	1.119	1.016	0	1	0	56	4.434	3.623	4	324	1.013	0	82	6.53	2	0	51.837	0	0	7	1	1.064	488.126	2.452
ENSMUSG00000048351	Coa7	0	5737	2050	0	1554	170	596	0	0	0	1099	1827.999	663	13	586.999	1464	1	0	413.001	17	5	323	0	816	563	12	0	0	0	0
ENSMUSG00000048355	Arxes1	152	0	796.757	0	2839.431	1211.053	618.146	4455.02	1.17	63.409	39.866	7841.752	2779.286	52.846	1423.643	94.844	1282.388	0	128.99	258.617	40.654	611.796	481.412	0	1475.568	1682.6	6.313	700.325	321.808	221
ENSMUSG00000048356	Olfr1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048368	Omd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000048371	Pdp2	2	2	0	3	30.002	7.001	0	0	51	0	1	1	0	0	42	0	714.145	1	161.022	240	1	123	4	1	0	1552	0	0	0	0
ENSMUSG00000048373	Fgfbp1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048376	F2r	0	0	1570	0	0	0	0	0	0	0	0	0	135	0	1	27	3	0	0	0	0	0	1	0	0	0	0	2	0	0
ENSMUSG00000048377	Foxi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048378	Olfr1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048379	Socs4	0	0	0	0	0	0	0	2	0	1	0	0	917	6	836	160	0	0	182	375	0	37	1017	0	0	3	0	2	0	0
ENSMUSG00000048385	Scrt1	11	1851	11	149	9	27	55	53	3	60	17	35	14	5	11	75	61	60	19	9	12	19	55	14	6	14	19	53.963	12	62
ENSMUSG00000048387	Osr1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	5	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000048388	Fam171b	142	9505	7414	939	16767	6470	7030	5139	8977	1481	4117	1172	6	89	3215	6356	267	3446	2777	2518	1345	3432	5664	1551	9891	7043	8277	1516	9297	1468
ENSMUSG00000048391	Olfr843	1	0	1	2	1	63	0	1	5	2	3	1	2	8	1	2	1	0	0	0	2	1	1	0	0	0	5	0	1	2
ENSMUSG00000048398	Gm5065	0	0	0	0	0	0	0	1.001	0	0	0	0	1.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048399	Tprg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048400	Prss54	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0
ENSMUSG00000048402	Gli2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	66	0	0	0	3	0	1	0	0	0	0
ENSMUSG00000048410	Zfp407	0	0	1063	1	1	5	31	2037	2024	950	95	120	0	3	2	217	0	1	51	1869	18	0	1	2019	6	26	11	658.689	2116	0
ENSMUSG00000048411	Gm597	0	3	0	6	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048416	Mlf1	0	0	0	0	0	0	0	5	0	1351	0	0	0	1	10	0	2	0	0	0	0	29	1	0	0	0	0	0	1	1
ENSMUSG00000048424	Ranbp3l	1	1	1	0	0	5	0	3	2	0	0	0	0	5	259	1	2	0	1	2	30	397	1	0	1	0	2	3	1	0
ENSMUSG00000048425	Olfr686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048429	Timm29	182.114	1	1446	1864	0	978	1	854.209	0	0	1499	4831	0	32	2022	1299	271	0	1238	1311	240	1067	91	451	407	1322	1991.437	1848	4038	6733
ENSMUSG00000048439	Nupl2	425	0	0	0	1549	76	185	2	1	128	0	0	0	0	15	0	645	1	569	184	14	41	0	0	47	883	205	0	0	0
ENSMUSG00000048440	Cyp4f16	0	0	33	1	0	0	1754.945	0	0	0	0	0	723.379	0	1	0	131	0	2	55	0	0	1	0	0	10	0	0	1	0
ENSMUSG00000048442	Smim5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	580	7	0	0	0	0	0	0	0	1	0	0	0	0	1817
ENSMUSG00000048445	Ccdc57	0	0	0	0	0	973	4	813	0	0	1	278	0	2	7	2	709	0	154	716	127	20	11	780	5	1521	0	0	0	1
ENSMUSG00000048450	Msx1	2	7	3	434	0	75	1.001	2	2	0	1	106	3	7	48	25	2	3.003	20	3	2	102	4	1	319	0	1	0	0	4
ENSMUSG00000048455	Sprr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048456	Olfr1448	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048458	Inka2	62	1	1497	0	1	1056	1151	0	0	394	1849	517	170	51	1081	2020	305	1125	1184	1016	27	1630	495	425	3181	5972	3	184	1424	5517
ENSMUSG00000048469	Olfr564	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048473	Sult6b2	0	1	0	0	0	0	0	0	808	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	457	1	7	0	0	0
ENSMUSG00000048478	Spata33	0	0	1099	727.588	0	0	0	1	0	1	48	3675	0	6	232	1	6	0	1196	240	2	327	15	696	0	1085	0	2	2218	0
ENSMUSG00000048480	Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000048481	Mypop	164	0	151	279.975	0	134	230	1820	26	275	202.998	304	167	172	139.513	428	9	13	44.729	33.949	26.175	224	228	292	149.999	215	165	301	719	41.915
ENSMUSG00000048482	Bdnf	90	0	0	0	7	245	2	1219	3362	833	271	0	1784	58.334	6213.746	665.316	1100.198	1120.02	11	517	9	782.007	519	552	558	19	0	2	2019	0
ENSMUSG00000048483	Zdhhc22	515	2	0	0	1	942	4	0	0	1203	122	0	1	4	287	496	692	0	5	11	3	207	393	0	0	1	0	2	0	151
ENSMUSG00000048485	Zbtb8b	0	0	0	1	0	0	0	159	0	0	0	1893	0	0	1	0	197	1	1	0	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000048486	Fitm2	2.002	0	2442.865	0	392	2358.998	6	1152	0	616	1	7	170	5	217.952	534	0	48	0	0	760	316.755	2	187	99.01	1	1387.973	131	526	3740
ENSMUSG00000048489	Depp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048490	Nrip1	6107.001	11575	2128.999	1969	2473	2104	1146.999	2450	2051	1	1658.999	921.001	1335	62	4029.999	1695	2191	8620	6440	1378.001	110	2011	3660.866	4507	1256	2958	1036	4	384	11
ENSMUSG00000048495	Tyw5	1028	0	434	1234	2	3329.999	1301	2064	516.753	724	344	1149.388	372.992	20	977.936	848.513	384	0	2296.999	1300	2961.999	849.046	0	483	525	3483.999	1768.36	1057.717	2253.999	15.224
ENSMUSG00000048497	Mmgt2	1.005	0	0	0	6	0	33	5	1	572	845	2	759	1	105.793	99	475	0	2	0	0	145	0	2	1	2	2	1	0	27.219
ENSMUSG00000048498	Cd300e	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048500	Defb15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048501	Olfr938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048502	Duxbl1	0	0	0	3	0	1	0	0	0	0	0	49	0	0	0	0	0	0	44	70	2	0	4	0	1	439	0	1	0	0
ENSMUSG00000048503	Tmem136	2506.629	16.679	20	5.54	8.899	4.534	4.889	2.001	1810.392	9.351	364.147	570.011	538.277	44.097	3707.413	140.581	5.93	11.846	303.799	27.788	2713.533	489.451	980.309	29.388	323.687	6	7.72	33.512	10.053	23.763
ENSMUSG00000048516	Adam26a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048520	Fbxl13	0	1	0	0	0	0	1	231	0	0	0	0	16	1	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0
ENSMUSG00000048521	Cxcr6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048528	Nkx1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048534	Jaml	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0
ENSMUSG00000048537	Phldb1	4	4	0	734	492	269	401	1143.001	0	68	15	1	0	7	119	130	100	1	3	9	1104	184	342	423	731.999	2	1	164	3	2
ENSMUSG00000048540	Nhlh2	1	55	971	2	0	0	0	0	0	0	0	0	0	2	49	0	0	0	0	0	2	84	0	0	2	0	1	0	0	0
ENSMUSG00000048546	Tob2	21	0	1555	616	3	733	180	1	32.715	1	1326	1	496	79	171.829	26	73	13	324	21	1951.999	352	4	0	0	5	1127	1726.726	332	1
ENSMUSG00000048550	Thnsl1	2	0	1402	0	0	0	1130	874	0	0	66	2720	0	28	609	2484	1	6	777	808	8	980	1	0	1355	25	6	63	1958	6233
ENSMUSG00000048562	Sp8	2	5	0	1	1	1	4	3	12	1	0	1	4	6	47	4	0	1	1	1	6	75	1	0	0	2	1	5.156	5.287	8.031
ENSMUSG00000048572	Tmem252	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048573	Cypt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048578	Mlec	314	3	693	179	3300	1581	1648	2798	1270	20	320	615	1348	5	110	728	629	1650	1593	401	3	162	2677	876	840	910	3	20	1012	16
ENSMUSG00000048581	E130311K13Rik	130	0	0	0	0	0	567	0	3	0	0	0	1267	10	1134	1	1	2	2513	128	58	471	0	709	554	33	417	1	1	1
ENSMUSG00000048582	Gja3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048583	Igf2	0	196	7	8	1226	537	247	0	0	483	167	304	26	0	116	1497	387	1	14	20	7	172.001	70	245	0	4	5	305.999	2421	14
ENSMUSG00000048602	Morc2b	2378	0	322	109	0	0	0	0	723	812	1	227	0	1	0	62	13	0	3	12	1	2	0	384	0	10.001	0	0	1	0
ENSMUSG00000048603	Gm9828	4	1	0	0	0	0	0	0	0	0	0	1077.003	0	0	1.002	0	0	164	7	11	0	2	1.001	0	266	53	4	0	539	1.001
ENSMUSG00000048612	Myof	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
ENSMUSG00000048616	Nog	0	0	0	0	0	0	8	1803	0	0	66	0	155	2	1	764	0	39	72	52	3	1	0	0	743	265	0	117	911	0
ENSMUSG00000048617	Rtbdn	0	1	0	1	0	0	0	21	0	0	0	0	0	5	178	0	632	0	323	23	21	197	0	1	0	2	5	843	0	0
ENSMUSG00000048620	Olfr1336	7	0	3	5	0	4	0	0	1	0	2	0	2	0	1	0	3	0	1	0	2	3	0	0	1	1	0	4	1	0
ENSMUSG00000048621	Gm6377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048626	Klf17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048628	4930542C16Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048636	A730049H05Rik	1609.613	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8.99	0	0	0	0	0	0	23.585	0	0	0	0	0	0	0
ENSMUSG00000048644	Ctxn1	2487	12254	4129	2074	13495	2202	8807	4115	2683	5078	5980	3383	4129	198	4527	6258	2979	1285	6359	3361	278	6668	3727	2883	4351	8777	1874	2448	8063	12194
ENSMUSG00000048647	Exd1	2.493	1	0	1	0	63	0	1	2	0	2	3	1	0	2	6	2	3	3	1	2	0	1.016	2	1	3	2	0	3	3
ENSMUSG00000048652	Samd13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0
ENSMUSG00000048655	Ccdc169	0	0	0	291	0	0	0	0	0	0	227	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048661	Lemd3	236	1	1229	1107	0	397	1	274	0	0	914	2771	351	1	419	8	1007	22	1617	1729	352	41	52	325	378	1497	2333	3453	0	1
ENSMUSG00000048668	Rhno1	0	0	1566	1	0	620.608	1	1318.163	5.969	44.892	693.905	1	412.747	1.091	48.001	1	771.248	0	1168.014	200	147	87.878	9.584	13	339.001	783.646	1581.096	783.001	0	0
ENSMUSG00000048677	Tpcn2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	3	469	0	0
ENSMUSG00000048686	Hmgb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048693	Olfr435	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048696	Mex3d	127	0	0	4	0	167	288	0	0	0	0	2	19	0	0	0	0	0	0	15	0	0	0	0	0	10	0	0	0	1
ENSMUSG00000048697	Vmn1r26	0	0	0	2	0	0	0	1	1.023	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1.002	0	0	1	0	0
ENSMUSG00000048699	Krt90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048701	Ccdc6	1788	1	809	2748	1	1355	560	52	2321	1501	425	1382	42	625	278	1165	1490	50	74	190	59	315	429	1116	644	435.999	899	0	264	42
ENSMUSG00000048703	Speer4b	1175.178	0	499	0	0	630	3.934	0	0	0	118.97	2.132	3	2	50	1.124	0	231	12.351	588.179	9	60	2.119	550.49	0	11.097	1	380.46	0	0
ENSMUSG00000048706	Lurap1l	1075.39	7288	4	0	5457	656.189	740	0	0	732	17	3562	0	5	691	116	6	1257.734	217	438	98	264	722	0	604	2762	47	2803	1493	0
ENSMUSG00000048707	Tprn	10	0	0	2	2263	1162	7	0	0	31	64	0	1	0	1	3	29	1	0	2	0	4	25.083	0	137.999	0	0	0	1.008	2
ENSMUSG00000048720	Tbc1d12	68	0	57	2	302	164	0	0	0	9	0	0	1	14	1433	1	0	0	9	7	178	352	1	1	0	37	2110	11	498	3
ENSMUSG00000048721	Fndc9	0	0	0	0	0	0	0	0	240	0	0	0	0	2	130	237	0	0	0	17	2	205	0	0	0	13	0	0	0	0
ENSMUSG00000048728	Zfp454	0	0	0	1	0	0	0	0	627	14	0	0	707	1	42	175	649	0	0	0	5	52	0	0	528.677	7	0	0	0	0
ENSMUSG00000048731	Ggnbp1	91	0	5	3	5	273	265	51.297	0	0	246.954	2.001	1	4	26	30.132	7	0	4	22	44	39.645	286.818	221.982	11.228	2	622	0	1	2
ENSMUSG00000048732	Klhl11	15	0	0	1	0	0	0	870	1092	0	176	1972	0	0	12	132	2	0	5	15	70	14	917	0	36	54	868	0	0	2
ENSMUSG00000048745	Olfr820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000048747	E130114P18Rik	432	1	2	2	2	0	458	0	2.154	1	1	781	1	2	287	53	1	8	0	0	0	403	320	0	249	2	0	1	1	5
ENSMUSG00000048752	Prss50	0	0	0	0	0	0	0	0	0	94	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048755	Mcat	0	4504.001	2	0	0	3	0	1307	0	693	1102	0	456	14	408	59	622	1539	807	415	65	647	1	871	246	180	531	3	2002	3
ENSMUSG00000048756	Foxo3	1	0	320	1	1445	210	0	0	0	0	110	899	20	10	373	549	70	75	0	0	8	588	0	4	0	0	33	0	269	0
ENSMUSG00000048758	Rpl29	145.272	10	257.05	650.227	1600.175	800.413	3026.481	281.866	1042.938	799.503	815.307	1965.676	1178.903	552.393	744.851	831.29	2567.713	994.729	2250.424	284.152	40.232	727.15	471.598	1694.374	1103.409	440.536	174.169	350.099	708.105	924.412
ENSMUSG00000048763	Hoxb3	0	1	0	0	0	1	3	0	3	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000048764	Tmprss11f	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSMUSG00000048766	Skint10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000048772	Tmem53	0	1944	0	1	0	7	0	0	0	0	0	0	0	1	70	0	0	0	9	0	1	124	0	0	0	0	0	0	0	1
ENSMUSG00000048775	Serpinb13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048776	Pthlh	0	0	0	1	0	0	0	0	0	0	143	0	76	14	152	0	0	19	0	0	1	296	0	0	0	0	0	0	0	0
ENSMUSG00000048779	P2ry6	1172	0	0	0	0	0	0	0	0	519	356	0	2	2	150	23	0	0	58	0	1	263	246	2358.001	0	2	0	0	0	0
ENSMUSG00000048782	Insc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	86	0	0	0	0	0	0	0	74
ENSMUSG00000048787	Dcun1d3	818	1	0	1	1	1458	1240	2014.001	878	0	722	0	582	1	57	28	133	7	54.001	71.001	52	115	2	1056	281	540.001	553	3	1	58
ENSMUSG00000048794	Cfap100	5	0	1	0	0	0	4	884	919	0	19	672	0	9	422	136	886.999	0	541.999	196	1135	58	2	180	403.001	679	17	0	1472	0
ENSMUSG00000048796	Cyb561d1	0	0	1792	0	0	0	11	0	0	0	0	21	0	0	3	0	100	0	44	83	1636	2	0	0	300	649	23	1	4	0
ENSMUSG00000048799	Cep120	344	0	2193	2	0	51	634	3415	280	1847	104	2388	99	13	1230	120	1588	3062	1857	601	108	568	775	195	2124	1465.001	1092	1373	198	0
ENSMUSG00000048806	Ifnb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048807	Slc35e4	4	0	781	1	0	862	2	0	1	0	493	0	664	4	14	0	505	0	1275	455	663	16	0	3	0	981	2	177	1146	3
ENSMUSG00000048810	Olfr202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814	Lonrf2	1618.093	3429.919	2631	412.926	2018	1036	1494.047	488	297.003	1512	2265	2808	209	43	2684	1405.033	2356	2201	1544	319	329.986	1547	1676.113	300	365	821.786	1675	3827	1187	4775
ENSMUSG00000048824	Gm568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	15	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048826	Dact2	23	1	0	0	5	2	23	0	0	183	0	15.059	21	14	17	64	1	33	17	53	1	33	438	1	7	282	0	4	39	14
ENSMUSG00000048827	Pkd1l3	1011.007	0	33.055	0	0	13.027	1.002	21.043	0	0	0	0	0	0	0	113.073	22	0	0	1.002	0	0	722.155	15.021	2.002	0	0	7.052	1.002	0
ENSMUSG00000048830	2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048832	Vps37c	247	0	0	3	48	780	8	82	95	3	204	1453.001	594	19	2729	486	0	42	1374	976	178	143	269	645	81	765	1300	1439	0	2
ENSMUSG00000048833	Slc39a9	0	4	2	834	341	1661	973	0	1	130	98	2458	130	6	184.001	0	186	0	107	162	2	87	2	0	0	1012	0	15	0	5
ENSMUSG00000048834	Vstm2a	6128	1	27	285	1428	20835	971	5429	0	349	2154.999	0	65	45	1326	1672	1125	24	967	945	344.001	2205	1331.999	1220	788	44	96	11619.999	1245	0
ENSMUSG00000048852	Gm12185	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.882	0	0	1	0	0	51	0	0	0	0
ENSMUSG00000048856	Slc25a47	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	40	0	818	0	2	0	0	298	344	0	0	0	0	0	0
ENSMUSG00000048865	Arhgap30	0	0	0	3	1	0	267	0	1	2	0	0	1287	1	68	0	1	0	1738	109	14	115	0	988	0	22	3	488	1	0
ENSMUSG00000048874	Phf3	3337	10054.001	1197	617	1	1088.001	1390.005	551	939.999	402	1779.001	3109	3674	440	1434.001	4213.999	1225	1772	239	623	73	806	0	873	1067	1828	363	1262	320	35
ENSMUSG00000048875	Pudp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048878	Hexim1	6386	1	3593	1301	12	867	890	748	0	0	1537	671	1072	1259	394	23	620	4111	1248	253	8	606	151	983	922	1087	132	0	363	1
ENSMUSG00000048895	Cdk5r1	1241	396	614	4850	6346	2246	1218	946	2248.971	2505	2471	1030	134	3629	3162	2581	1002	3125	2039	848	918	2593	1344	2129	1717	2008	1233	996	1344	184
ENSMUSG00000048897	Zfp710	3	3	893	0	1	1	1915	1297	0	1	491	531	20	3	413	120	338	0	718.847	1197	1264	76	736	1826	392	17	44	27	2090.999	1
ENSMUSG00000048899	Rimkla	0	0	2081	1990	466	57	627	0	982	129	31	0	0	4	178	2	224	1	53	45	8	251	0	0	669	20	1	98	1	0
ENSMUSG00000048904	Neurog1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048905	4930539E08Rik	0	0	0	0	1	0	0	0	0	0	12	14	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048911	Rnf24	822.719	38.205	6.39	1995.878	36.629	1359.957	35.037	0	0	0	740.957	11.264	20.439	0	9.788	731.397	702.252	0	368.761	49.927	5.559	6.7	12.198	31.342	1405.628	105.482	0	21.5	0	0
